title,mrp,sellingPrice,specialPrice,productUrl,productBrand,inStock,codAvailable,offers,discount,shippingCharges
"Besdeals.in Best Deals - Multifunction Foldable Shopping Trolley Bags. Waterproof Trolley(Multicolor, 5 L)",1399.0,1399.0,449.0,http://www.flipkart.com/besdeals-in-best-deals-multifunction-foldable-shopping-trolley-bags-waterproof/p/itmf3umeteezrgvb?pid=BAGF2YR5S7YBAEQP,Besdeals.in,true,true,,67,0.0
"Promise Bags Multipurpose Jute Lunch Bag/Handbag/Tote Bag For Office Executive Men/Women/Girls/Unisex/Adult Multipurpose Bag(Green, Pink, Beige, 14 inch)",599.0,599.0,429.0,http://www.flipkart.com/promise-bags-multipurpose-jute-lunch-bag-handbag-tote-bag-office-executive-men-women-girls-unisex-adult/p/itmf56dyfyzt5cfg?pid=BAGF56BMA8QPNKA7,Promise Bags,true,true,,28,60.0
"Costfide 15.6 inch laptop messenger Waterproof Multipurpose Bag(Black, 20 L)",1949.0,1949.0,711.0,http://www.flipkart.com/costfide-15-6-inch-laptop-messenger-waterproof-multipurpose-bag/p/itmf58m3gfyvmujm?pid=BAGF58BYBAGYENHF,Costfide,true,true,,61,0.0
"vepson Large Cube Travelling Messenger Cross body Shoulder Bag Multipurpose Bag(Multicolor, 5 L)",999.0,999.0,649.0,http://www.flipkart.com/vepson-large-cube-travelling-messenger-cross-body-shoulder-bag-multipurpose/p/itmfcrp29jd8vnzn?pid=BAGFCR4FAATRY2TT,vepson,true,true,,35,60.0
"Promise Bags Perfect Eco Friendly Naturally processed Multipurpose Reusable Jute Bags(Baby Pink Boarder) Multipurpose Bag(Beige, 10 L)",599.0,599.0,399.0,http://www.flipkart.com/promise-bags-perfect-eco-friendly-naturally-processed-multipurpose-reusable-jute-bags-baby-pink-boarder-bag/p/itmf78gjakjfhggj?pid=BAGF78CH7FGHKK6Y,Promise Bags,true,true,,33,60.0
"Promise Bags Perfect Eco Friendly Naturally processed Multipurpose Reusable Jute Bags(Black , White) Multipurpose Bag(Multicolor, 5 L)",599.0,599.0,429.0,http://www.flipkart.com/promise-bags-perfect-eco-friendly-naturally-processed-multipurpose-reusable-jute-bags-black-white-bag/p/itmf54zjzk65hgze?pid=BAGF54SFZYSMJM5Q,Promise Bags,true,true,,28,60.0
"Promise Bags Perfect Eco Friendly Naturally processed Multipurpose Reusable Jute Bags(Peacock Blue Boarder) Multipurpose Bag(Blue, 10 L)",599.0,599.0,399.0,http://www.flipkart.com/promise-bags-perfect-eco-friendly-naturally-processed-multipurpose-reusable-jute-bags-peacock-blue-boarder-bag/p/itmf78gjyhuf9hpm?pid=BAGF78CHGYENF6PY,Promise Bags,true,true,,33,62.0
Gadget Tree Portable 50kg-Digital Kitchen Luggage Weight Machine LED Weighing Scale(Black),999.0,999.0,320.0,http://www.flipkart.com/gadget-tree-portable-50kg-digital-kitchen-luggage-weight-machine-led-weighing-scale/p/itmf7h7kdzhajh2m?pid=WSLF7FCBUUH7AGBT,Gadget Tree,true,true,,67,0.0
HAWK Luggage Weighing Scale(Blue),399.0,399.0,245.0,http://www.flipkart.com/hawk-luggage-weighing-scale/p/itmedgfg7dyffuks?pid=WSLEDGFGWHGZ9JRE,HAWK,true,true,,38,49.0
ACCESSOREEZ IRTECH Weighing Scale(Blue),1000.0,1000.0,399.0,http://www.flipkart.com/accessoreez-irtech-weighing-scale/p/itmejnmmreejxn5d?pid=WSLEJNMMHYNTXYGD,ACCESSOREEZ,true,true,,60,0.0
FUN + LEARN High Accuracy Pocket LCD Weighing Scale 200g/0.01g Weighing Scale(Multicolor),600.0,600.0,375.0,http://www.flipkart.com/fun-learn-high-accuracy-pocket-lcd-weighing-scale-200g-0-01g/p/itmessn6pkvkg9ey?pid=WSLESSN6YD22A2AZ,FUN + LEARN,true,true,,53,0.0
Bainsons Portable Electronic 40 Kg Weighing Scale(Multicolor),699.0,699.0,349.0,http://www.flipkart.com/bainsons-portable-electronic-40-kg-weighing-scale/p/itmed6hybyertrgh?pid=WSLED6HYASVENWTU,Bainsons,true,true,,50,62.0
Klick N Shop Choice Digital Pocket Weighing Scale(Silver),999.0,999.0,320.0,http://www.flipkart.com/klick-n-shop-choice-digital-pocket-weighing-scale/p/itmf8vhwxzz5xcqj?pid=WSLF8UJHZGTY6WMW,Klick N Shop,true,true,,67,0.0
MTC clyinder and luggage Digital LCD Hand Held Portable Weighing Scale(Yellow),499.0,499.0,349.0,http://www.flipkart.com/mtc-clyinder-luggage-digital-lcd-hand-held-portable-weighing-scale/p/itmegmzkrvaqcbc9?pid=WSLEGMZKAC8QTFPV,MTC,true,true,,32,0.0
Daystar Quick Witted Weighing Scale(Black),799.0,799.0,325.0,http://www.flipkart.com/daystar-quick-witted-weighing-scale/p/itmewk8hhrnqbpvw?pid=WSLEWJCVYPYSGE9F,Daystar,true,true,,62,0.0
