title,mrp,sellingPrice,specialPrice,productUrl,productBrand,inStock,codAvailable,offers,discount,shippingCharges
PRZ Hina Zafrani Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5394.0,5394.0,2980.0,http://www.flipkart.com/prz-hina-zafrani-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmfffesv7ggxepq?pid=ATTFFYQF4TCGCH8K,PRZ,true,true,,44,52.0
PRZ Sandalwood Shamama Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Sandalwood),1032.0,1032.0,735.0,http://www.flipkart.com/prz-sandalwood-shamama-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmfffesuemjguzz?pid=ATTFFYNNCMZVD7JN,PRZ,true,true,,28,0.0
PRZ Musk Amber Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Musk),2408.0,2408.0,1495.0,http://www.flipkart.com/prz-musk-amber-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3ztpqxpmabh?pid=ATTFFF4GFYWZ5EKG,PRZ,true,true,,37,52.0
PRZ Jasmine Grandiflorum Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5433.0,5433.0,2990.0,http://www.flipkart.com/prz-jasmine-grandiflorum-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mhxgqzpzw?pid=ATTFFYNPQNSAMUZG,PRZ,true,true,,44,52.0
PRZ Musk Gazala Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1084.0,1084.0,748.0,http://www.flipkart.com/prz-musk-gazala-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p4dcyjpqzy?pid=ATTFFFFFWYCXXFSN,PRZ,true,true,,30,52.0
PRZ Shamama-tul Amber Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10472.0,10472.0,5848.0,http://www.flipkart.com/prz-shamama-tul-amber-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2pchjvprhgf?pid=ATTFFF8GKJFCSHN4,PRZ,true,true,,44,52.0
PRZ Shamama Shahi Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2282.0,2282.0,1485.0,http://www.flipkart.com/prz-shamama-shahi-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24z7k5ngeyr?pid=ATTFFFFQFNZUHFEV,PRZ,true,true,,34,52.0
PRZ Pink Lotus Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Pink Lotus),11077.0,11077.0,5830.0,http://www.flipkart.com/prz-pink-lotus-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff255brxzygkx?pid=ATTFFYPHEMG5TZ9E,PRZ,true,true,,47,52.0
PRZ Kesar Attar Roll-on For Unisex (10 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),413.0,413.0,325.0,http://www.flipkart.com/prz-kesar-attar-roll-on-unisex-10-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zh2thzmct?pid=ATTFFYR26WWSNDKU,PRZ,true,true,,21,40.0
PRZ Musk Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),11104.0,11104.0,5848.0,http://www.flipkart.com/prz-musk-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff255z46ufjzt?pid=ATTFFYNYTFT9BSSY,PRZ,true,true,,47,52.0
PRZ Khus Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10919.0,10919.0,5848.0,http://www.flipkart.com/prz-khus-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254yja6ktrv?pid=ATTFFF46XSGQDCHU,PRZ,true,true,,46,52.0
PRZ Gardenia Attar Perfume (10 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),406.0,406.0,290.0,http://www.flipkart.com/prz-gardenia-attarperfume-10-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral-attar/p/itmff2p4tkwvbdpg?pid=ATTFFF6GKKGGRVFQ,PRZ,true,true,,19,52.0
PRZ Khus Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2374.0,2374.0,1476.0,http://www.flipkart.com/prz-khus-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zbnansegf?pid=ATTFFYM9QB7BXJCR,PRZ,true,true,,37,52.0
PRZ Gold Mohar Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Gulmohar),1053.0,1053.0,738.0,http://www.flipkart.com/prz-gold-mohar-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3ztxzpjduqf?pid=ATTFFYPMS6GUJRFH,PRZ,true,true,,29,52.0
PRZ Raat Rani Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1071.0,1071.0,748.0,http://www.flipkart.com/prz-raat-rani-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p4rb4c7dhf?pid=ATTFFYNZERPTYRNU,PRZ,true,true,,30,52.0
PRZ Gulab Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2288.0,2288.0,1485.0,http://www.flipkart.com/prz-gulab-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zeg6vmjmp?pid=ATTFFYZ6AGY9GNNB,PRZ,true,true,,35,52.0
PRZ Sontaka Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10656.0,10656.0,5848.0,http://www.flipkart.com/prz-sontaka-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2pcbgqnnuhh?pid=ATTFFYQWFJYZDWXJ,PRZ,true,true,,45,52.0
PRZ Aseel Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2311.0,2311.0,1495.0,http://www.flipkart.com/prz-aseel-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmffffpeef3xwdh?pid=ATTFFYNRJEKHWZGR,PRZ,true,true,,35,52.0
PRZ Moulsree Attar Roll-on For Unisex (10 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),420.0,420.0,290.0,http://www.flipkart.com/prz-moulsree-attar-roll-on-unisex-10-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zruef8hd2?pid=ATTFFYQYPMHJV7P7,PRZ,true,true,,22,52.0
PRZ Musk Gazala Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2385.0,2385.0,1495.0,http://www.flipkart.com/prz-musk-gazala-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmffffpy2puywrm?pid=ATTFFYMK3F9MHGWV,PRZ,true,true,,37,52.0
PRZ Bakul Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Bakul),10577.0,10577.0,5848.0,http://www.flipkart.com/prz-bakul-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254jtzmnphw?pid=ATTFFYQEDKXFNQQM,PRZ,true,true,,44,52.0
PRZ Mukhallat Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Blends (mukhallat)),10998.0,10998.0,5848.0,http://www.flipkart.com/prz-mukhallat-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2pcp8vjfyzz?pid=ATTFFYPJFGHKCEFM,PRZ,true,true,,46,52.0
PRZ Motia Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1089.0,1089.0,748.0,http://www.flipkart.com/prz-motia-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24m3jkb2kyd?pid=ATTFFYHYSZ7EXTXB,PRZ,true,true,,31,52.0
Almas ALM-NOR-01 Floral Attar(Musk Arabia),342.0,342.0,121.0,http://www.flipkart.com/almas-alm-nor-01-floral-attar/p/itmff7x3vgr9tzup?pid=ATTFF7X2SAQRGGWH,Almas,true,true,,56,65.0
PRZ Moulsree Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5526.0,5526.0,2980.0,http://www.flipkart.com/prz-moulsree-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mg5kxkrk7?pid=ATTFFYQSCKGJYKH9,PRZ,true,true,,46,52.0
PRZ Hayati Ali Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1105.0,1105.0,738.0,http://www.flipkart.com/prz-hayati-ali-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zajhz9tpj?pid=ATTFFFFPKBTRU5FT,PRZ,true,true,,33,52.0
PRZ Jasmine Grandiflorum Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2362.0,2362.0,1495.0,http://www.flipkart.com/prz-jasmine-grandiflorum-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24m3k6yvy7u?pid=ATTFFYPHF4YVKTYW,PRZ,true,true,,36,52.0
PRZ Bela Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5407.0,5407.0,2990.0,http://www.flipkart.com/prz-bela-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zp7892hsu?pid=ATTFFF89GMJSHGZK,PRZ,true,true,,44,52.0
PRZ Champa Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Champa),10551.0,10551.0,5848.0,http://www.flipkart.com/prz-champa-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254zxpm8dgf?pid=ATTFFYWYJU9HTSYA,PRZ,true,true,,44,52.0
PRZ Sontaka Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5328.0,5328.0,2980.0,http://www.flipkart.com/prz-sontaka-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zkew4cegs?pid=ATTFFYZMXWHNXWMZ,PRZ,true,true,,44,52.0
PRZ Sadaf Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),11156.0,11156.0,5848.0,http://www.flipkart.com/prz-sadaf-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmffffqxypvykfz?pid=ATTFFYP2BFQNZFK3,PRZ,true,true,,47,52.0
PRZ Shamama Shahi Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1037.0,1037.0,738.0,http://www.flipkart.com/prz-shamama-shahi-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3zt9jgceypk?pid=ATTFFFFUJGQ4XNGX,PRZ,true,true,,28,52.0
PRZ Mitti Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Mitti),10604.0,10604.0,5830.0,http://www.flipkart.com/prz-mitti-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254eqhrnprt?pid=ATTFFYWF6RJUVXDP,PRZ,true,true,,45,52.0
PRZ Amber Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Amber),5210.0,5210.0,2990.0,http://www.flipkart.com/prz-amber-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zvt3hcyux?pid=ATTFFF5FYZUT66FG,PRZ,true,true,,42,52.0
PRZ Chameli Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Chameli),5262.0,5262.0,2990.0,http://www.flipkart.com/prz-chameli-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p5y8dugmhw?pid=ATTFFF7WJBXNTAPK,PRZ,true,true,,43,52.0
PRZ Jannet-ul Firdous Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10525.0,10525.0,5848.0,http://www.flipkart.com/prz-jannet-ul-firdous-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254dgyxzwvw?pid=ATTFFYZVVGBJNHGA,PRZ,true,true,,44,52.0
PRZ Mogra Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Motia/Jasmin),1087.0,1087.0,748.0,http://www.flipkart.com/prz-mogra-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zd7jzzzzz?pid=ATTFFFFDPRXSMXU9,PRZ,true,true,,31,0.0
PRZ White Oud Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5276.0,5276.0,2980.0,http://www.flipkart.com/prz-white-oud-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmffffq2ptghbjy?pid=ATTFFYNCYZFFZQCM,PRZ,true,true,,43,52.0
PRZ Genda Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Genda/Merigold),1050.0,1050.0,748.0,http://www.flipkart.com/prz-genda-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zfh5adyyz?pid=ATTFFYPAUYMGH2KK,PRZ,true,true,,28,52.0
PRZ Aseel Attar Roll-on For Unisex (10 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),404.0,404.0,290.0,http://www.flipkart.com/prz-aseel-attar-roll-on-unisex-10-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3zt9xsasvd9?pid=ATTFFFFUYTSMMWBY,PRZ,true,true,,19,40.0
PRZ Bakhoor Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Islamic Bakhur),10446.0,10446.0,5848.0,http://www.flipkart.com/prz-bakhoor-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmfffer3pr3ztgd?pid=ATTFFYNWCTG9YTWK,PRZ,true,true,,44,52.0
PRZ Sandal Musk Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5210.0,5210.0,2990.0,http://www.flipkart.com/prz-sandal-musk-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p4rhytgcrz?pid=ATTFFFFMGTQPJZFN,PRZ,true,true,,42,52.0
PRZ Nakh Choya Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),11025.0,11025.0,5848.0,http://www.flipkart.com/prz-nakh-choya-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff255tu5qvjx4?pid=ATTFFYZRCQFU4FD3,PRZ,true,true,,46,52.0
PRZ Hina Oudhi Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1063.0,1063.0,748.0,http://www.flipkart.com/prz-hina-oudhi-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mmz8en3jh?pid=ATTFFYZZA7YTXKFJ,PRZ,true,true,,29,52.0
PRZ Kadam Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10814.0,10814.0,5848.0,http://www.flipkart.com/prz-kadam-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff255edutz5hd?pid=ATTFFYNEP6CGPZ7H,PRZ,true,true,,45,52.0
PRZ Gold Mohar Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Gulmohar),5328.0,5328.0,2990.0,http://www.flipkart.com/prz-gold-mohar-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p4xxzuudjg?pid=ATTFFF8W7GHQJ7B8,PRZ,true,true,,43,52.0
PRZ Shamama Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10472.0,10472.0,5848.0,http://www.flipkart.com/prz-shamama-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2pcmrc2wfg5?pid=ATTFFF7TBJJTFBWU,PRZ,true,true,,44,52.0
PRZ Amber Oud Arabian Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2265.0,2265.0,1495.0,http://www.flipkart.com/prz-amber-oud-arabian-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p4qq44dfvd?pid=ATTFFF45K5D8R2UF,PRZ,true,true,,33,52.0
PRZ Kasturi Hina Attar Perfume (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10972.0,10972.0,5848.0,http://www.flipkart.com/prz-kasturi-hina-attarperfume-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral-attar/p/itmff2pcgfhtkae9?pid=ATTFFYZZRQFXGGWQ,PRZ,true,true,,46,52.0
PRZ Narcissus Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),11051.0,11051.0,5830.0,http://www.flipkart.com/prz-narcissus-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff255eezcch3h?pid=ATTFFYNPUZYMHRPS,PRZ,true,true,,47,52.0
PRZ White Oud Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10551.0,10551.0,5848.0,http://www.flipkart.com/prz-white-oud-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254jjxu2twg?pid=ATTFFF3XSXHEPFU8,PRZ,true,true,,44,52.0
PRZ Sontaka Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2317.0,2317.0,1495.0,http://www.flipkart.com/prz-sontaka-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24z2zyjaryy?pid=ATTFFF75WGFYAUMN,PRZ,true,true,,35,52.0
PRZ Rooh-Al-Oudh Attar�Perfume (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5552.0,5552.0,2990.0,http://www.flipkart.com/prz-rooh-al-oudh-attarperfume-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral-attar/p/itmff2p5ugg48cgp?pid=ATTFFF9ZSYWUQQZV,PRZ,true,true,,46,52.0
PRZ Narcissus Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1092.0,1092.0,738.0,http://www.flipkart.com/prz-narcissus-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mft6w7czg?pid=ATTFFYWZ67GUURZC,PRZ,true,true,,32,52.0
PRZ Hayati Ali Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),11183.0,11183.0,5830.0,http://www.flipkart.com/prz-hayati-ali-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff255jxdmdxmt?pid=ATTFFYPKPNYEWKTV,PRZ,true,true,,47,52.0
PRZ Khus Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5460.0,5460.0,2990.0,http://www.flipkart.com/prz-khus-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zcruqzmzz?pid=ATTFFF7J7HHTCTH9,PRZ,true,true,,45,52.0
PRZ Hayati Ali Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5591.0,5591.0,2980.0,http://www.flipkart.com/prz-hayati-ali-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mj8hxjyyj?pid=ATTFFYMA5VZQ56RH,PRZ,true,true,,46,52.0
PRZ Kesar Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1074.0,1074.0,748.0,http://www.flipkart.com/prz-kesar-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2p4zfrdmgmx?pid=ATTFFYPCPRQWKAZS,PRZ,true,true,,30,52.0
PRZ Raat Rani Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5420.0,5420.0,2990.0,http://www.flipkart.com/prz-raat-rani-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zqbgwzmee?pid=ATTFFF2FVVGNYYHG,PRZ,true,true,,44,52.0
PRZ Bela Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2351.0,2351.0,1485.0,http://www.flipkart.com/prz-bela-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24z6ygfgpfg?pid=ATTFFYNQWHYRGRFN,PRZ,true,true,,36,52.0
PRZ White Musk Attar Roll-on For Unisex (10 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),399.0,399.0,290.0,http://www.flipkart.com/prz-white-musk-attar-roll-on-unisex-10-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3ztpx9zxqry?pid=ATTFFFCDFDNQMYVQ,PRZ,true,true,,21,40.0
PRZ Honeysuckle Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10762.0,10762.0,5848.0,http://www.flipkart.com/prz-honeysuckle-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff254qjhh5sns?pid=ATTFFF2H7FQWUANV,PRZ,true,true,,45,52.0
PRZ Pink Lotus Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Pink Lotus),5539.0,5539.0,2980.0,http://www.flipkart.com/prz-pink-lotus-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3ztwfpgphg6?pid=ATTFFFFVGB5MDY7G,PRZ,true,true,,46,52.0
PRZ Har Sringar Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5354.0,5354.0,2990.0,http://www.flipkart.com/prz-har-sringar-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmfffervft8zpd7?pid=ATTFFYPFRP89HGZJ,PRZ,true,true,,44,52.0
PRZ Jasmine Sambac Attar Roll-on For Unisex (500 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),10919.0,10919.0,5848.0,http://www.flipkart.com/prz-jasmine-sambac-attar-roll-on-unisex-500-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff2pchgee3f52?pid=ATTFFYRHUZVUZZWC,PRZ,true,true,,46,52.0
PRZ Frangipani Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1043.0,1043.0,748.0,http://www.flipkart.com/prz-frangipani-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zuzy5k3rx?pid=ATTFFYM8KAWBHJVD,PRZ,true,true,,28,52.0
PRZ Hina Musky Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),1061.0,1061.0,748.0,http://www.flipkart.com/prz-hina-musky-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmffffqz9zvzzuj?pid=ATTFFYR32PMMJHJQ,PRZ,true,true,,29,52.0
PRZ Agarwood Attar Roll-on For Unisex (10 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Agarwood),425.0,425.0,310.0,http://www.flipkart.com/prz-agarwood-attar-roll-on-unisex-10-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mvjvhgbbs?pid=ATTFFYW64ZEZ9SHG,PRZ,true,true,,23,40.0
PRZ Champa Attar For Unisex (30 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Champa),1043.0,1043.0,748.0,http://www.flipkart.com/prz-champa-attar-unisex-30-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24znrnwnqa8?pid=ATTFFF8WGGSKPCYS,PRZ,true,true,,28,52.0
PRZ Sandalwood Shamama Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Sandalwood),2271.0,2271.0,1495.0,http://www.flipkart.com/prz-sandalwood-shamama-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff3ztvgngzh4h?pid=ATTFFFFERBMYBCYF,PRZ,true,true,,34,52.0
PRZ Kesar Attar For Unisex (300 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),5433.0,5433.0,2971.0,http://www.flipkart.com/prz-kesar-attar-unisex-300-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmffffrbgguxdvs?pid=ATTFFYXM4BCGRZCG,PRZ,true,true,,45,52.0
PRZ Sadaf Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2425.0,2425.0,1495.0,http://www.flipkart.com/prz-sadaf-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24zs4bfzayf?pid=ATTFFF8HFM4UH8V3,PRZ,true,true,,38,52.0
PRZ Indian Lotus Attar For Unisex (100 ML) - Pure Natural Premium Quality Perfume (Non-Alcoholic) Floral Attar(Floral),2357.0,2357.0,1485.0,http://www.flipkart.com/prz-indian-lotus-attar-unisex-100-ml-pure-natural-premium-quality-perfume-non-alcoholic-floral/p/itmff24mgbu9ww3j?pid=ATTFFYP7E2ZT7G7G,PRZ,true,true,,36,52.0
