title,mrp,sellingPrice,specialPrice,productUrl,productBrand,inStock,codAvailable,offers,discount,shippingCharges
Emirates Royale Floral Attar(Floral),249.0,249.0,125.0,http://www.flipkart.com/emirates-royale-floral-attar/p/itmehymjkzjar6rh?pid=ATTEHYMJHFHBZAUV,Emirates,true,true,,40,30.0
Arochem 24 Carat 555 Amber ae hyatt Kala Bhoot Combo Floral Attar(Musk),1150.0,1150.0,395.0,http://www.flipkart.com/arochem-24-carat-555-amber-ae-hyatt-kala-bhoot-combo-floral-attar/p/itmejh8g4pnxuv85?pid=ATTEJH8GDMP9G6HM,Arochem,true,true,,65,50.0
Arochem Romeo Kala Bhoot Combo Floral Attar(Amber),671.0,671.0,225.0,http://www.flipkart.com/arochem-romeo-kala-bhoot-combo-floral-attar/p/itmejh8jg4dukyds?pid=ATTEJH8JHFFEA64T,Arochem,true,true,,68,50.0
Arochem Sukhad Ruh Khus Sufiyaana Aura Combo Floral Attar(Amber),1150.0,1150.0,600.0,http://www.flipkart.com/arochem-sukhad-ruh-khus-sufiyaana-aura-combo-floral-attar/p/itmejh8gacqhgqg3?pid=ATTEJH8GT5KHVGNF,Arochem,true,true,,57,50.0
Al-Nuaim Makkah 011 Floral Attar(Floral),399.0,399.0,103.0,http://www.flipkart.com/al-nuaim-makkah-011-floral-attar/p/itmehydpm92ayggw?pid=ATTEHYDPMXBH9CYK,Al-Nuaim Makkah,true,true,,73,60.0
Al-Rehab Red Rose Floral Attar(Rose),299.0,299.0,249.0,http://www.flipkart.com/al-rehab-red-rose-floral-attar/p/itmekhjgxhyg9jtb?pid=ATTEKHJGN8CFKTDZ,Al-Rehab,true,true,,37,65.0
Al-Rehab Station Floral Attar(Bakul),299.0,299.0,199.0,http://www.flipkart.com/al-rehab-station-floral-attar/p/itmeffzz6vcc2rgn?pid=ATTEFFZZUYEMTWW8,Al-Rehab,true,true,,16,40.0
Al-Nuaim black code 7890 Floral Attar(Floral),399.0,399.0,170.0,http://www.flipkart.com/al-nuaim-black-code-7890-floral-attar/p/itmeh56qbtfvy3g5?pid=ATTEH56QGMYJDA8Z,Al-Nuaim black code,true,true,,68,55.0
Arochem king ous Floral Attar(Sandalwood),299.0,299.0,190.0,http://www.flipkart.com/arochem-king-ous-floral-attar/p/itmejgfhvzzshwkx?pid=ATTEJGFHRGFMZZHB,Arochem,true,true,,52,58.0
Al-Rehab Sultan Al-Oud Floral Attar(Oud (agarwood)),320.0,320.0,200.0,http://www.flipkart.com/al-rehab-sultan-al-oud-floral-attar/p/itmekhrcfwghgg7h?pid=ATTEKHRC8XYGMQ8B,Al-Rehab,true,true,,50,50.0
Vispy The Scent Of Peace LOTUS Floral Attar(Blue Lotus),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-lotus-floral-attar/p/itmehzfn8r6r7mnw?pid=ATTEHN8J8WC3WHZH,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace MOTIA Floral Attar(Motia/Jasmin),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-motia-floral-attar/p/itmehnvyyvyfuzzm?pid=ATTEHN83NQBUHSBK,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace FIRDAUS Floral Attar(Jannat ul Firdaus),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-firdaus-floral-attar/p/itmehzfnxqdrketx?pid=ATTEHN85ZZPNEDN8,Vispy The Scent Of Peace,true,true,,10,0.0
Rockinclay 19492 Floral Attar(Floral),299.0,299.0,199.0,http://www.flipkart.com/rockinclay-19492-floral-attar/p/itmeg64utng9kdan?pid=ATTEG64UHKCKWPGF,Rockinclay,true,true,,40,0.0
AROCHEM GREEN MUSK Herbal Attar(Musk),349.0,349.0,108.0,http://www.flipkart.com/arochem-green-musk-herbal-attar/p/itmegw37nmwyawas?pid=ATTEGW374CSH6ZSW,AROCHEM,true,true,,61,50.0
Al Nuaim Cherry Blast Floral Attar(Fruity),400.0,400.0,119.0,http://www.flipkart.com/al-nuaim-cherry-blast-floral-attar/p/itmez677xy7ehhsg?pid=ATTEZ677HVUCYR96,Al Nuaim,true,true,,12,50.0
Vispy The Scent Of Peace ZUBEIDA Floral Attar(Floral),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-zubeida-floral-attar/p/itmezz2btekphtbg?pid=ATTEZZ2B7ZGVK7HX,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace DZIRE Floral Attar(Floral),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-dzire-floral-attar/p/itmezz2bn96nns99?pid=ATTEZZ2BFHPCYEGZ,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace Musk Floral Attar(Gold Musk),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-musk-floral-attar/p/itmezz2bzz6btbfr?pid=ATTEZZ2BEJHGHGXF,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace KHUS Floral Attar(Woody),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-khus-floral-attar/p/itmezz2b2wys2hds?pid=ATTEZZ2BZYZXMGFV,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace ICEBLUE Floral Attar(Floral),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-iceblue-floral-attar/p/itmezz2bghzfvezw?pid=ATTEZZ2BMD6HCDAY,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace SALMA Floral Attar(Floral),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-salma-floral-attar/p/itmezz2bwm6eudqn?pid=ATTEZZ2BKEGANWXQ,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace LAVENDER Floral Attar(Floral),195.0,195.0,175.0,http://www.flipkart.com/vispy-scent-peace-lavender-floral-attar/p/itmezz2buswhwn6e?pid=ATTEZZ2BTXAP52UG,Vispy The Scent Of Peace,true,true,,10,0.0
Arochem Ethena + Ice blue Herbal Attar(Musk),699.0,699.0,223.0,http://www.flipkart.com/arochem-ethena-ice-blue-herbal-attar/p/itmemnpurnjgmxxm?pid=ATTEMNPUJ5ZDYBGE,Arochem,true,true,,75,50.0
Al Rehab Saat Safa 033 Floral Attar(Floral),499.0,499.0,249.0,http://www.flipkart.com/al-rehab-saat-safa-033-floral-attar/p/itmemw5fjjdzgper?pid=ATTEMW5YJBCKVYZF,Al Rehab Saat Safa,true,true,,63,55.0
Arochem Ice Blue and 555 (Combo Pack) Herbal Attar(Musk),800.0,800.0,202.0,http://www.flipkart.com/arochem-ice-blue-555-combo-pack-herbal-attar/p/itmemt9yj9a4xcgk?pid=ATTEMT8ZXSNXT6MH,Arochem,true,true,,76,65.0
Arochem Diva Herbal Attar(Musk Arabia),399.0,399.0,130.0,http://www.flipkart.com/arochem-diva-herbal-attar/p/itmegw37zswxmpvs?pid=ATTEGW37H6QVBZHN,Arochem,true,true,,74,40.0
Vispy The Scent Of Peace ROSE Floral Attar(Rose),195.0,195.0,175.0,http://www.flipkart.com/vispy-scent-peace-rose-floral-attar/p/itmehgd2edbdcate?pid=ATTEHGD25J3MN5WG,Vispy The Scent Of Peace,true,true,,10,0.0
Arochem Amber Ae Hyatt Herbal Attar(Amber),326.0,326.0,182.0,http://www.flipkart.com/arochem-amber-ae-hyatt-herbal-attar/p/itmegw36rhmqc9k3?pid=ATTEGW36SZUURMBT,Arochem,true,true,,61,65.0
Vispy The Scent Of Peace ATTARFUL Floral Attar(Floral),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-attarful-floral-attar/p/itmehzfnthufpgbu?pid=ATTEHN86ZPCUHPXE,Vispy The Scent Of Peace,true,true,,10,0.0
Vispy The Scent Of Peace AZZARO Floral Attar(Floral),195.0,195.0,195.0,http://www.flipkart.com/vispy-scent-peace-azzaro-floral-attar/p/itmehnwbb7ydghay?pid=ATTEHN86YDWDMHEG,Vispy The Scent Of Peace,true,true,,10,0.0
Imago Musk aa Floral Attar(Musk),699.0,699.0,376.0,http://www.flipkart.com/imago-musk-aa-floral-attar/p/itmeqwy6eetd4nyw?pid=ATTEQWY6HGPQYFBJ,Imago,true,true,,60,58.0
Imago Gul Hina aa Floral Attar(Gul Hina),699.0,699.0,299.0,http://www.flipkart.com/imago-gul-hina-aa-floral-attar/p/itmeqwy5mfgu6xex?pid=ATTEQWY5KTG6HEHZ,Imago,true,true,,60,58.0
Imago Oud (agarwood) dd Floral Attar(Oud (agarwood)),899.0,899.0,540.0,http://www.flipkart.com/imago-oud-agarwood-dd-floral-attar/p/itmeqwy6b2j2ttwb?pid=ATTEQWXYRW8FEQGK,Imago,true,true,,47,58.0
Imago Musk ee Floral Attar(Musk),899.0,899.0,540.0,http://www.flipkart.com/imago-musk-ee-floral-attar/p/itmeqwy6fm3g6xet?pid=ATTEQWY69BZGEKD8,Imago,true,true,,47,58.0
Imago Gul Hina gg Floral Attar(Gul Hina),899.0,899.0,540.0,http://www.flipkart.com/imago-gul-hina-gg-floral-attar/p/itmeqwy6tpdtya3h?pid=ATTEQWY6ACCNHCUR,Imago,true,true,,47,58.0
Imago Kewda ee Floral Attar(Kewda),899.0,899.0,540.0,http://www.flipkart.com/imago-kewda-ee-floral-attar/p/itmeqwy5napeyahm?pid=ATTEQWY5RHTYDGWU,Imago,true,true,,47,58.0
Imago Gul Hina dd Floral Attar(Gul Hina),899.0,899.0,540.0,http://www.flipkart.com/imago-gul-hina-dd-floral-attar/p/itmeqwy6faf5xfsp?pid=ATTEQWY6WYFAKQZ5,Imago,true,true,,47,58.0
Imago Jannat ul Firdaus aa Floral Attar(Jannat ul Firdaus),699.0,699.0,299.0,http://www.flipkart.com/imago-jannat-ul-firdaus-aa-floral-attar/p/itmeqwy6htydnwhk?pid=ATTEQWY6ZHC8YGSQ,Imago,true,true,,60,58.0
Imago Juhi cc Floral Attar(Juhi),899.0,899.0,499.0,http://www.flipkart.com/imago-juhi-cc-floral-attar/p/itmeqwy5dtnyqjpg?pid=ATTEQWY5C4BRVT8Z,Imago,true,true,,52,58.0
Imago Mogra bb Floral Attar(Mogra),699.0,699.0,299.0,http://www.flipkart.com/imago-mogra-bb-floral-attar/p/itmeqwy5centh2pj?pid=ATTEQWXYVY9HWGWA,Imago,true,true,,53,58.0
Imago Dehn el oud ff Floral Attar(Dehn el oud),899.0,899.0,540.0,http://www.flipkart.com/imago-dehn-el-oud-ff-floral-attar/p/itmeqwy6b4nxgjgg?pid=ATTEQWY6HKAFX7J5,Imago,true,true,,47,58.0
Imago Rose ii Floral Attar(Rose),899.0,899.0,540.0,http://www.flipkart.com/imago-rose-ii-floral-attar/p/itmeqwy5qx9ad4v3?pid=ATTEQWY5Z8ZY4QYR,Imago,true,true,,47,58.0
Imago Rose hh Floral Attar(Rose),899.0,899.0,540.0,http://www.flipkart.com/imago-rose-hh-floral-attar/p/itmeqwy6ezhenzrj?pid=ATTEQWY648GTCNVJ,Imago,true,true,,47,58.0
Imago Oud (agarwood) ee Floral Attar(Oud (agarwood)),899.0,899.0,540.0,http://www.flipkart.com/imago-oud-agarwood-ee-floral-attar/p/itmeqwy6erenymbx?pid=ATTEQWY636XPGZ8Y,Imago,true,true,,47,58.0
Imago Kewda hh Floral Attar(Kewda),899.0,899.0,540.0,http://www.flipkart.com/imago-kewda-hh-floral-attar/p/itmeqwy5jjwygzgq?pid=ATTEQWY5U7MFG3UH,Imago,true,true,,47,58.0
Imago Islamic Bakhur gg Floral Attar(Islamic Bakhur),899.0,899.0,660.0,http://www.flipkart.com/imago-islamic-bakhur-gg-floral-attar/p/itmeqwy5axfeqazr?pid=ATTEQWY5YRKBXYZ8,Imago,true,true,,47,58.0
Imago Kewda bb Floral Attar(Kewda),699.0,699.0,389.0,http://www.flipkart.com/imago-kewda-bb-floral-attar/p/itmeqwy5zthewg33?pid=ATTEQWY5UHKRGPCG,Imago,true,true,,53,58.0
Imago Chameli cc Floral Attar(Chameli),899.0,899.0,499.0,http://www.flipkart.com/imago-chameli-cc-floral-attar/p/itmeqwy5efdhbbpx?pid=ATTEQWY54P2RFAFT,Imago,true,true,,53,58.0
Imago Dehn el oud bb Floral Attar(Dehn el oud),699.0,699.0,389.0,http://www.flipkart.com/imago-dehn-el-oud-bb-floral-attar/p/itmeqwy6dnra6q5v?pid=ATTEQWY6MTR4TB8G,Imago,true,true,,53,58.0
Imago Mogra ii Floral Attar(Mogra),899.0,899.0,540.0,http://www.flipkart.com/imago-mogra-ii-floral-attar/p/itmeqwy5qyfahdte?pid=ATTEQWY5MHZ5QAFV,Imago,true,true,,47,58.0
Imago Jannat ul Firdaus hh Floral Attar(Jannat ul Firdaus),899.0,899.0,540.0,http://www.flipkart.com/imago-jannat-ul-firdaus-hh-floral-attar/p/itmeqwy5fggfhjbz?pid=ATTEQWY5XTQNRVZY,Imago,true,true,,47,58.0
Imago Kewda cc Floral Attar(Kewda),899.0,899.0,499.0,http://www.flipkart.com/imago-kewda-cc-floral-attar/p/itmeqwy6apxg8sqx?pid=ATTEQWY6AJQFNSH3,Imago,true,true,,55,58.0
Imago Juhi ee Floral Attar(Juhi),899.0,899.0,540.0,http://www.flipkart.com/imago-juhi-ee-floral-attar/p/itmeqwy69pynfqau?pid=ATTEQWY6D33JZJ76,Imago,true,true,,47,58.0
Imago Mogra gg Floral Attar(Mogra),899.0,899.0,540.0,http://www.flipkart.com/imago-mogra-gg-floral-attar/p/itmeqwy6t45t5uzq?pid=ATTEQWXYHMBXH5JP,Imago,true,true,,47,58.0
Imago Chameli ee Floral Attar(Chameli),899.0,899.0,540.0,http://www.flipkart.com/imago-chameli-ee-floral-attar/p/itmeqwy643jge9tw?pid=ATTEQWY6DXTYPQYZ,Imago,true,true,,47,58.0
Imago Dehn el oud aa Floral Attar(Dehn el oud),699.0,699.0,299.0,http://www.flipkart.com/imago-dehn-el-oud-aa-floral-attar/p/itmeqwy639f3ztdc?pid=ATTEQWY6H8X3CDHB,Imago,true,true,,60,58.0
Imago Musk hh Floral Attar(Musk),899.0,899.0,540.0,http://www.flipkart.com/imago-musk-hh-floral-attar/p/itmeqwy6hagw8qhf?pid=ATTEQWY6GRC9AYEN,Imago,true,true,,47,58.0
Imago Oud (agarwood) aa Floral Attar(Oud (agarwood)),699.0,699.0,299.0,http://www.flipkart.com/imago-oud-agarwood-aa-floral-attar/p/itmeqwy5wdeskssw?pid=ATTEQWY5JYZPG7AX,Imago,true,true,,60,58.0
Imago Champa gg Floral Attar(Champa),899.0,899.0,540.0,http://www.flipkart.com/imago-champa-gg-floral-attar/p/itmeqwy6vzcvuhyh?pid=ATTEQWXYHXBYCDXF,Imago,true,true,,47,58.0
Imago Jannat ul Firdaus bb Floral Attar(Jannat ul Firdaus),699.0,699.0,389.0,http://www.flipkart.com/imago-jannat-ul-firdaus-bb-floral-attar/p/itmeqwy5gpje8nww?pid=ATTEQWY5YHTJZXZ9,Imago,true,true,,57,58.0
Imago Dehn el oud cc Floral Attar(Dehn el oud),899.0,899.0,499.0,http://www.flipkart.com/imago-dehn-el-oud-cc-floral-attar/p/itmeqwy5vsubgzhk?pid=ATTEQWY5XMKDEHWG,Imago,true,true,,52,58.0
Imago Sandalwood cc Floral Attar(Sandalwood),899.0,899.0,499.0,http://www.flipkart.com/imago-sandalwood-cc-floral-attar/p/itmeqwy6xtv67nnz?pid=ATTEQWXZYJNJJHJG,Imago,true,true,,52,58.0
Imago Champa bb Floral Attar(Champa),699.0,699.0,389.0,http://www.flipkart.com/imago-champa-bb-floral-attar/p/itmeqwy6hcjhb7zm?pid=ATTEQWY6ADNTE4ZF,Imago,true,true,,53,58.0
Imago Jannat ul Firdaus ee Floral Attar(Jannat ul Firdaus),899.0,899.0,540.0,http://www.flipkart.com/imago-jannat-ul-firdaus-ee-floral-attar/p/itmeqwy5ngxxmcum?pid=ATTEQWY5ZQMZM6CS,Imago,true,true,,47,58.0
Imago Juhi hh Floral Attar(Juhi),899.0,899.0,540.0,http://www.flipkart.com/imago-juhi-hh-floral-attar/p/itmeqwy6mh6jg5kv?pid=ATTEQWY6HPGCJN5J,Imago,true,true,,47,58.0
Imago Dehn el oud gg Floral Attar(Dehn el oud),899.0,899.0,540.0,http://www.flipkart.com/imago-dehn-el-oud-gg-floral-attar/p/itmeqwy5wqh66qyr?pid=ATTEQWY5BDYXQTMZ,Imago,true,true,,47,58.0
Imago Jannat ul Firdaus ff Floral Attar(Jannat ul Firdaus),899.0,899.0,540.0,http://www.flipkart.com/imago-jannat-ul-firdaus-ff-floral-attar/p/itmeqwy5pasqapcs?pid=ATTEQWY5EPHYGU9N,Imago,true,true,,47,58.0
Imago Chameli ff Floral Attar(Chameli),899.0,899.0,540.0,http://www.flipkart.com/imago-chameli-ff-floral-attar/p/itmeqwy6uhyz2ca2?pid=ATTEQWY6ZJWDZHZP,Imago,true,true,,47,58.0
Imago Sandalwood dd Floral Attar(Sandalwood),899.0,899.0,540.0,http://www.flipkart.com/imago-sandalwood-dd-floral-attar/p/itmeqwy6v2d4832z?pid=ATTEQWY6W382PK9E,Imago,true,true,,47,58.0
Imago Gul Hina hh Floral Attar(Gul Hina),899.0,899.0,540.0,http://www.flipkart.com/imago-gul-hina-hh-floral-attar/p/itmeqwy6dgch4qmc?pid=ATTEQWY6PA82X3UE,Imago,true,true,,47,58.0
Imago Gul Hina ff Floral Attar(Gul Hina),899.0,899.0,540.0,http://www.flipkart.com/imago-gul-hina-ff-floral-attar/p/itmeqwy6jgknncga?pid=ATTEQWY6WUKHDYRH,Imago,true,true,,47,58.0
Imago Musk dd Floral Attar(Musk),899.0,899.0,540.0,http://www.flipkart.com/imago-musk-dd-floral-attar/p/itmeqwy5tpdqxqhv?pid=ATTEQWXYP77GYKGP,Imago,true,true,,47,58.0
Imago Tuberose/Rajniganda aa Floral Attar(Tuberose/Rajniganda),699.0,699.0,299.0,http://www.flipkart.com/imago-tuberose-rajniganda-aa-floral-attar/p/itmeqwy6twvt8qyg?pid=ATTEQWY6FUFNDKYB,Imago,true,true,,60,58.0
Imago Dehn el oud ii Floral Attar(Dehn el oud),899.0,899.0,540.0,http://www.flipkart.com/imago-dehn-el-oud-ii-floral-attar/p/itmeqwy5wcu5qjuc?pid=ATTEQWY5MGJ4AFSK,Imago,true,true,,47,58.0
Imago Oud (agarwood) gg Floral Attar(Oud (agarwood)),899.0,899.0,540.0,http://www.flipkart.com/imago-oud-agarwood-gg-floral-attar/p/itmeqwy5qs8yzwqf?pid=ATTEQWXYSHYYA46N,Imago,true,true,,47,58.0
Imago Islamic Bakhur ee Floral Attar(Islamic Bakhur),899.0,899.0,540.0,http://www.flipkart.com/imago-islamic-bakhur-ee-floral-attar/p/itmeqwy6ngh4hpj4?pid=ATTEQWY64CZHWF3A,Imago,true,true,,47,58.0
Imago Jannat ul Firdaus dd Floral Attar(Jannat ul Firdaus),899.0,899.0,540.0,http://www.flipkart.com/imago-jannat-ul-firdaus-dd-floral-attar/p/itmeqwy6hezryx2v?pid=ATTEQWY6QPFYGHDP,Imago,true,true,,47,58.0
Imago Chameli aa Floral Attar(Chameli),699.0,699.0,299.0,http://www.flipkart.com/imago-chameli-aa-floral-attar/p/itmeqwy5zgcmgkfy?pid=ATTEQWY5CM25FVRY,Imago,true,true,,60,58.0
Al Nuaim Chille Floral Attar(Spicy),599.0,599.0,121.0,http://www.flipkart.com/al-nuaim-chille-floral-attar/p/itmeqy9r6h9jm2nf?pid=ATTEQY9RZGJQNJX2,Al Nuaim,true,true,,81,55.0
Al Nuaim Strawberry Melon Floral Attar(Spicy),499.0,499.0,120.0,http://www.flipkart.com/al-nuaim-strawberry-melon-floral-attar/p/itmeqy9qjfg4rh7u?pid=ATTEQY9JXT8QSTTD,Al Nuaim,true,true,,80,55.0
Al Nuaim Kashmiri oudh Floral Attar(Spicy),600.0,600.0,121.0,http://www.flipkart.com/al-nuaim-kashmiri-oudh-floral-attar/p/itmeqy9qrzh8ybqj?pid=ATTEQY9Q27HHHDZN,Al Nuaim,true,true,,79,0.0
Al-Rehab Musk Al-Madinah 030 Floral Attar(Musk),499.0,499.0,199.0,http://www.flipkart.com/al-rehab-musk-al-madinah-030-floral-attar/p/itmenjhzdryy3yxy?pid=ATTENJHZHMZ3ZGNR,Al-Rehab Musk Al-Madinah,true,true,,63,60.0
Aseel Al-Rehab 021 Floral Attar(Floral),499.0,499.0,249.0,http://www.flipkart.com/aseel-al-rehab-021-floral-attar/p/itmehrgfydbmzhv7?pid=ATTEHRGF66QCH4P8,Aseel Al-Rehab,true,true,,67,55.0
Silver Al-Rehab 022 Floral Attar(Floral),499.0,499.0,230.0,http://www.flipkart.com/silver-al-rehab-022-floral-attar/p/itmehrg5gaugyzzh?pid=ATTEHRG5QTNJVMRE,Silver Al-Rehab,true,true,,70,60.0
Arochem Aro PDS Aro cigar Aro magnet Kala Bhoot Combo Floral Attar(Floral),637.0,637.0,490.0,http://www.flipkart.com/arochem-aro-pds-cigar-magnet-kala-bhoot-combo-floral-attar/p/itmejh8gmr8ngqzn?pid=ATTEJH8GA3JFCDEZ,Arochem,true,true,,58,50.0
Imago Motia/Jasmin ff Floral Attar(Motia/Jasmin),899.0,899.0,540.0,http://www.flipkart.com/imago-motia-jasmin-ff-floral-attar/p/itmeqwy5ztw63rpj?pid=ATTEQWY5HTRHZNYZ,Imago,true,true,,47,58.0
Imago Juhi ff Floral Attar(Juhi),899.0,899.0,540.0,http://www.flipkart.com/imago-juhi-ff-floral-attar/p/itmeqwy6y8rh6kbx?pid=ATTEQWY6AATBSRUM,Imago,true,true,,47,58.0
Imago Kewda aa Floral Attar(Kewda),699.0,699.0,299.0,http://www.flipkart.com/imago-kewda-aa-floral-attar/p/itmeqwy6xfhcayr2?pid=ATTEQWY6BS95YVGZ,Imago,true,true,,60,58.0
Imago Motia/Jasmin gg Floral Attar(Motia/Jasmin),899.0,899.0,540.0,http://www.flipkart.com/imago-motia-jasmin-gg-floral-attar/p/itmeqwy6cszr2mxx?pid=ATTEQWY6YPBDNAQT,Imago,true,true,,47,58.0
Imago Islamic Bakhur cc Floral Attar(Islamic Bakhur),899.0,899.0,499.0,http://www.flipkart.com/imago-islamic-bakhur-cc-floral-attar/p/itmeqwy6554jfzv5?pid=ATTEQWY6RJPWFTGY,Imago,true,true,,52,58.0
Imago Tuberose/Rajniganda cc Floral Attar(Tuberose/Rajniganda),899.0,899.0,499.0,http://www.flipkart.com/imago-tuberose-rajniganda-cc-floral-attar/p/itmeqwy54zvzgdxc?pid=ATTEQWY5SMR9JYWZ,Imago,true,true,,52,58.0
Imago Tuberose/Rajniganda bb Floral Attar(Tuberose/Rajniganda),699.0,699.0,389.0,http://www.flipkart.com/imago-tuberose-rajniganda-bb-floral-attar/p/itmeqwy6qesuydhg?pid=ATTEQWY6NXJUTHSR,Imago,true,true,,53,58.0
Imago Mogra hh Floral Attar(Mogra),899.0,899.0,540.0,http://www.flipkart.com/imago-mogra-hh-floral-attar/p/itmeqwy6jseqz4hu?pid=ATTEQWY6FZQ8CUG8,Imago,true,true,,50,58.0
Imago Sandalwood gg Floral Attar(Sandalwood),899.0,899.0,540.0,http://www.flipkart.com/imago-sandalwood-gg-floral-attar/p/itmeqwy5gvdsefqf?pid=ATTEQWY55EFA3QGJ,Imago,true,true,,47,58.0
Imago Juhi aa Floral Attar(Juhi),699.0,699.0,299.0,http://www.flipkart.com/imago-juhi-aa-floral-attar/p/itmeqwy6jjgdpfxz?pid=ATTEQWY6JWDAVMJ4,Imago,true,true,,60,58.0
Imago Rose dd Floral Attar(Rose),899.0,899.0,540.0,http://www.flipkart.com/imago-rose-dd-floral-attar/p/itmeqwy6m3eqcfhk?pid=ATTEQWXZBUQR6BGX,Imago,true,true,,50,58.0
Imago Sandalwood hh Floral Attar(Sandalwood),899.0,899.0,540.0,http://www.flipkart.com/imago-sandalwood-hh-floral-attar/p/itmeqwy6wyragjke?pid=ATTEQWY6ZZD9ZFGM,Imago,true,true,,47,58.0
Al Nuaim Export Floral Attar(Floral),148.0,148.0,140.0,http://www.flipkart.com/al-nuaim-export-floral-attar/p/itmedbspgb5pt2ge?pid=ATTEDBSPPHPGH9BQ,Al Nuaim,true,true,,77,65.0
Arochem Zannatul firdaus 24 Carat Aura Combo Floral Attar(Musk),999.0,999.0,340.0,http://www.flipkart.com/arochem-zannatul-firdaus-24-carat-aura-combo-floral-attar/p/itmejh8hk6zg55bf?pid=ATTEJH8HZ2QVD5YH,Arochem,true,true,,70,50.0
Imago Champa ee Floral Attar(Champa),899.0,899.0,540.0,http://www.flipkart.com/imago-champa-ee-floral-attar/p/itmeqwy6fqfgnrbn?pid=ATTEQWXYPNT5BXF3,Imago,true,true,,47,58.0
Al Nuaim Makkah (Pack of 2) Herbal Attar(Musk),699.0,699.0,240.0,http://www.flipkart.com/al-nuaim-makkah-pack-2-herbal-attar/p/itmemt9fmyfmhbsg?pid=ATTEMT9FFFTBZFGE,Al Nuaim,true,true,,79,60.0
Imago Oud (agarwood) ii Floral Attar(Oud (agarwood)),899.0,899.0,540.0,http://www.flipkart.com/imago-oud-agarwood-ii-floral-attar/p/itmeqwy6vxqqqczx?pid=ATTEQWY6CT5Q3FBG,Imago,true,true,,47,58.0
Kr Attarwala 1986 Floral Attar(Zafari),1500.0,1500.0,950.0,http://www.flipkart.com/kr-attarwala-1986-floral-attar/p/itme8f77qpzwms45?pid=ATTE8F77MGB6MEH5,Kr Attarwala,true,true,,36,0.0
Arochem Butt Mogra Black Oudh Combo Herbal Attar(Mogra),699.0,699.0,245.0,http://www.flipkart.com/arochem-butt-mogra-black-oudh-combo-herbal-attar/p/itmesmwqqkwhtrmu?pid=ATTESMWQWKF8HX3C,Arochem,true,true,,72,40.0
Al Nuaim Black Oudh Floral Attar(Spicy),299.0,299.0,199.0,http://www.flipkart.com/al-nuaim-black-oudh-floral-attar/p/itmeqy9rfuft2khd?pid=ATTEQY9R6K9476YA,Al Nuaim,true,true,,83,0.0
Al Nuaim Sania Floral Attar(Spicy),599.0,599.0,250.0,http://www.flipkart.com/al-nuaim-sania-floral-attar/p/itmeqy9ryt7u8r4r?pid=ATTEQY9RFBZM6UKZ,Al Nuaim,true,true,,74,55.0
Al Nuaim Dubai Gold Floral Attar(Spicy),500.0,500.0,112.0,http://www.flipkart.com/al-nuaim-dubai-gold-floral-attar/p/itmeqy9rhhunazpa?pid=ATTEQY9RJVNR8WKM,Al Nuaim,true,true,,76,55.0
Arochem Bossy Special Long Lasting Pocket Perfume. Floral Attar(Citrus),600.0,600.0,225.0,http://www.flipkart.com/arochem-bossy-special-long-lasting-pocket-perfume-floral-attar/p/itmet7ere9gxuxrr?pid=ATTET7ERKTQSGKUT,Arochem,true,true,,50,50.0
Rasasi Rasha Floral Attar(Sandalwood),2250.0,2250.0,1599.0,http://www.flipkart.com/rasasi-rasha-floral-attar/p/itmemvyqkdtvuwmc?pid=ATTEMVYQTXRRRWDT,Rasasi,true,true,,43,0.0
Al-Rehab Delightful Floral Attar(Musk),339.0,339.0,200.0,http://www.flipkart.com/al-rehab-delightful-floral-attar/p/itmekhjafhff3kcz?pid=ATTEKHJAKGFZ99ZD,Al-Rehab,true,true,,40,60.0
Al-Rehab Bakhur Floral Attar(Islamic Bakhur),300.0,300.0,220.0,http://www.flipkart.com/al-rehab-bakhur-floral-attar/p/itmejybtczsrdwkf?pid=ATTEJYBTSBEM7JHV,Al-Rehab,true,true,,37,65.0
Al-Rehab Dalal Floral Attar(Woody),299.0,299.0,249.0,http://www.flipkart.com/al-rehab-dalal-floral-attar/p/itmekhjagx26hqab?pid=ATTEKHJAZKEGGYHK,Al-Rehab,true,true,,48,65.0
